panel	gid	tpm_Ar	tpm_As	tpm_Br	tpm_Bs	tpm_Hr	tpm_Hs	MP_tpm	HP_tpm	SS_Ar_As	SS_Br_Bs	SS_As_Bs	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms	tag	Bs_As log2ratio
conserved (2189)	Zm00001d053572	30.8	23.0	30.3	30.3	47.3	16.3	26.6	30.3	0.032	0.035	0.037	0.087	0.082	0.103	conserved	0.4022641404
conserved (2189)	Zm00001d053589	47.1	43.1	45.5	35.3	29.3	23.4	39.2	43.1	0.073	0.083	0.077	0.033	0.090	0.051	conserved	-0.2875392438
conserved (2189)	Zm00001d053627	21.3	19.7	19.3	20.2	21.5	12.1	19.9	20.2	0.050	0.053	0.085	0.153	0.167	0.117	conserved	0.03458662304
conserved (2189)	Zm00001d053636	175.6	176.6	246.6	182.5	101.1	89.8	179.6	182.5	0.023	0.028	0.044	0.080	0.038	0.066	conserved	0.04754529572
conserved (2189)	Zm00001d053643	9.6	15.6	10.0	15.8	3.6	3.0	15.7	15.8	0.070	0.093	0.062	0.209	0.263	0.220	conserved	0.0169882108
conserved (2189)	Zm00001d053671	76.8	49.3	45.2	68.2	27.5	54.4	58.7	68.2	0.020	0.047	0.074	0.066	0.087	0.078	conserved	0.4687553926
conserved (2189)	Zm00001d053672	49.3	29.5	30.5	29.9	24.5	22.7	29.7	29.9	0.061	0.091	0.099	0.089	0.155	0.127	conserved	0.02215965555
conserved (2189)	Zm00001d053686	23.6	17.5	27.3	14.5	7.8	4.7	16.0	17.5	0.095	0.097	0.081	0.119	0.121	0.118	conserved	-0.2689478951
conserved (2189)	Zm00001d053763	26.6	20.8	31.0	13.4	31.1	5.5	17.1	20.8	0.062	0.048	0.053	0.208	0.200	0.204	conserved	-0.6337188721
conserved (2189)	Zm00001d053765	83.3	90.1	91.2	82.1	53.3	64.8	86.1	90.1	0.016	0.017	0.020	0.067	0.077	0.075	conserved	-0.1337272449
conserved (2189)	Zm00001d053825	175.7	80.6	155.4	89.4	75.4	30.7	85.0	89.4	0.060	0.087	0.091	0.107	0.170	0.146	conserved	0.1494819834
conserved (2189)	Zm00001d053838	951.8	384.7	1164.7	546.6	810.9	383.0	465.6	546.6	0.028	0.016	0.077	0.043	0.037	0.013	conserved	0.5065939515
conserved (2189)	Zm00001d053897	47.9	41.4	36.5	32.8	7.8	85.6	37.1	41.4	0.075	0.047	0.068	0.193	0.125	0.170	conserved	-0.336101957
conserved (2189)	Zm00001d053952	12.7	4.0	34.9	7.6	9.6	1.9	5.8	7.6	0.074	0.089	0.096	0.080	0.143	0.124	conserved	0.931708854
conserved (2189)	Zm00001d053996	47.2	48.7	48.9	31.3	47.3	25.9	40.0	48.7	0.035	0.040	0.068	0.050	0.027	0.043	conserved	-0.6341641857
conserved (2189)	Zm00001d054009	13.7	12.9	6.4	7.7	9.6	3.8	10.3	12.9	0.051	0.057	0.091	0.109	0.113	0.107	conserved	-0.7424405628
conserved (2189)	Zm00001d054043	69.1	47.1	85.3	57.9	29.9	20.9	52.5	57.9	0.081	0.058	0.082	0.056	0.074	0.020	conserved	0.2988494001
conserved (2189)	Zm00001d054089	47.2	20.7	49.7	21.6	31.1	8.0	21.2	21.6	0.048	0.073	0.083	0.155	0.166	0.118	conserved	0.05808732339
conserved (2189)	Zm00001d054107	165.5	107.1	125.8	73.7	111.9	54.4	90.4	107.1	0.022	0.043	0.064	0.089	0.151	0.082	conserved	-0.5398218664
variable (1155)	ENSRNA049461765	8.5	10.7	16.8	12.3	18.6	4.8	11.5	12.3	0.042	0.085	0.110	0.153	0.081	0.114	variable	0.196827255
variable (1155)	ENSRNA049478144	10.7	4.4	10.1	24.1	4.8	6.1	14.3	24.1	0.044	0.085	0.168	0.102	0.251	0.235	variable	2.438245098
variable (1155)	ENSRNA049478381	51.8	91.0	90.1	89.8	96.4	176.1	90.4	91.0	0.059	0.050	0.113	0.106	0.219	0.142	variable	-0.01926241811
variable (1155)	ENSRNA049478522	136.5	156.5	225.3	106.3	860.0	290.9	131.4	156.5	0.068	0.096	0.132	0.103	0.234	0.116	variable	-0.5578277259
variable (1155)	ENSRNA049478700	27.1	6.3	15.2	39.3	13.8	7.9	22.8	39.3	0.045	0.097	0.108	0.072	0.058	0.063	variable	2.632053504
variable (1155)	ENSRNA049478949	2.7	2.9	7.5	6.9	1.2	3.1	4.9	6.9	0.074	0.075	0.100	0.059	0.139	0.132	variable	1.245320232
variable (1155)	Zm00001d000153	47.4	77.7	97.4	91.5	64.6	46.7	84.6	91.5	0.075	0.071	0.278	0.130	0.183	0.067	variable	0.2353480199
variable (1155)	Zm00001d000305	67.0	18.4	90.4	25.0	58.0	6.6	21.7	25.0	0.042	0.093	0.245	0.254	0.070	0.166	variable	0.4432733293
variable (1155)	Zm00001d001157	3.6	2.9	3.0	7.1	51.5	6.0	5.0	7.1	0.090	0.060	0.129	0.069	0.111	0.042	variable	1.295473152
variable (1155)	Zm00001d001774	3179.0	497.3	543.0	147.3	68.8	13.4	322.3	497.3	0.026	0.085	0.153	0.099	0.170	0.098	variable	-1.755452218
variable (1155)	Zm00001d001787	109.0	120.5	89.0	139.3	113.1	75.2	129.9	139.3	0.016	0.059	0.123	0.076	0.055	0.040	variable	0.2095122854
variable (1155)	Zm00001d001813	118.7	50.7	116.2	46.7	96.4	41.8	48.7	50.7	0.075	0.094	0.192	0.127	0.203	0.118	variable	-0.1190400984
variable (1155)	Zm00001d001831	77.9	43.1	61.3	26.5	97.5	5.4	34.8	43.1	0.096	0.084	0.251	0.132	0.290	0.134	variable	-0.7021588503
variable (1155)	Zm00001d001868	62.8	28.1	70.5	55.9	42.5	22.2	42.0	55.9	0.078	0.076	0.294	0.197	0.166	0.104	variable	0.992956447
variable (1155)	Zm00001d002032	29.3	16.7	45.0	14.7	40.1	6.3	15.7	16.7	0.076	0.078	0.173	0.185	0.264	0.209	variable	-0.1907969642
variable (1155)	Zm00001d002064	954.6	266.0	923.3	205.5	330.9	21.2	235.8	266.0	0.035	0.085	0.144	0.051	0.178	0.059	variable	-0.3719806681
variable (1155)	Zm00001d002086	10.9	13.7	25.9	10.5	37.1	4.2	12.1	13.7	0.082	0.091	0.102	0.161	0.209	0.162	variable	-0.3856380804
variable (1155)	Zm00001d002125	13.7	8.3	17.9	8.1	26.9	2.5	8.2	8.3	0.040	0.091	0.162	0.209	0.169	0.164	variable	-0.04196664086
variable (1155)	Zm00001d002139	7.7	10.9	13.5	13.2	0.0	3.7	12.1	13.2	0.071	0.072	0.122	0.096	0.179	0.168	variable	0.2683474891
variable (1155)	Zm00001d002149	11.7	6.0	8.8	5.1	3.6	2.8	5.6	6.0	0.097	0.083	0.138	0.300	0.200	0.330	variable	-0.2192017649
variable (1155)	Zm00001d002158	21.6	4.6	7.7	10.3	0.0	2.3	7.4	10.3	0.095	0.080	0.129	0.154	0.206	0.156	variable	1.145250935
variable (1155)	Zm00001d002200	16.6	6.0	25.5	13.9	12.6	4.2	9.9	13.9	0.095	0.053	0.128	0.217	0.226	0.182	variable	1.209558266
variable (1155)	Zm00001d002243	44.1	15.6	48.2	20.9	9.6	6.6	18.3	20.9	0.091	0.094	0.104	0.128	0.223	0.217	variable	0.4211502866
variable (1155)	Zm00001d002326	90.5	106.0	69.5	49.5	94.6	70.5	77.7	106.0	0.062	0.088	0.331	0.055	0.277	0.053	variable	-1.096879757
variable (1155)	Zm00001d002340	25.3	18.6	15.6	23.2	15.6	15.5	20.9	23.2	0.095	0.097	0.115	0.113	0.092	0.087	variable	0.3199750883
variable (1155)	Zm00001d002352	5.4	4.4	5.9	8.6	3.6	3.6	6.5	8.6	0.085	0.087	0.355	0.183	0.391	0.275	variable	0.9819123522
variable (1155)	Zm00001d002371	305.6	198.5	50.6	30.9	148.4	113.3	114.7	198.5	0.038	0.066	0.161	0.134	0.079	0.125	variable	-2.682180703
variable (1155)	Zm00001d002373	10.5	13.9	8.9	14.4	7.2	11.1	14.1	14.4	0.039	0.081	0.114	0.071	0.097	0.083	variable	0.04920574867
variable (1155)	Zm00001d002433	44.5	23.7	40.6	24.3	38.3	14.4	24.0	24.3	0.071	0.097	0.128	0.068	0.154	0.106	variable	0.03794865384
variable (1155)	Zm00001d002520	7.9	6.7	8.2	13.9	19.2	2.4	10.3	13.9	0.090	0.064	0.189	0.036	0.189	0.130	variable	1.047848379
variable (1155)	Zm00001d002585	22.0	31.6	24.4	40.5	9.0	27.3	36.1	40.5	0.044	0.086	0.127	0.157	0.121	0.124	variable	0.3576621264
variable (1155)	Zm00001d002601	82.1	148.5	117.0	123.8	263.9	79.0	136.2	148.5	0.044	0.095	0.108	0.175	0.106	0.172	variable	-0.2627890187
variable (1155)	Zm00001d002611	37.5	39.6	38.6	44.7	39.5	79.9	42.1	44.7	0.056	0.055	0.148	0.059	0.183	0.087	variable	0.1760283506
variable (1155)	Zm00001d002694	4.0	2.9	11.9	3.9	1.8	4.7	3.4	3.9	0.072	0.088	0.408	0.254	0.327	0.177	variable	0.4388112216
variable (1155)	Zm00001d002733	18.4	8.4	12.6	11.0	2.4	2.4	9.7	11.0	0.042	0.077	0.107	0.153	0.052	0.114	variable	0.3805913636
variable (1155)	Zm00001d002827	20.0	17.7	18.6	13.2	46.1	19.0	15.4	17.7	0.078	0.083	0.137	0.147	0.130	0.170	variable	-0.4208522009
variable (1155)	Zm00001d002854	17.9	35.8	102.3	105.4	43.1	77.9	70.6	105.4	0.041	0.053	0.212	0.093	0.223	0.196	variable	1.556110503
variable (1155)	Zm00001d002868	34.2	25.5	38.4	20.0	64.6	16.8	22.8	25.5	0.042	0.072	0.118	0.089	0.133	0.090	variable	-0.3483309181
variable (1155)	Zm00001d002934	4.2	2.5	1.2	3.1	1.2	2.2	2.8	3.1	0.091	0.068	0.128	0.221	0.250	0.250	variable	0.3073616596
variable (1155)	Zm00001d002969	40.3	35.3	26.7	20.7	35.3	17.2	28.0	35.3	0.086	0.090	0.150	0.074	0.110	0.068	variable	-0.7684320858
variable (1155)	Zm00001d002980	18.7	22.7	51.7	23.5	25.1	29.6	23.1	23.5	0.041	0.069	0.196	0.102	0.148	0.098	variable	0.05143471785
variable (1155)	Zm00001d003016	36.6	20.2	95.4	68.6	43.1	4.3	44.4	68.6	0.037	0.024	0.104	0.122	0.079	0.106	variable	1.767152251
variable (1155)	Zm00001d003031	25.6	11.5	34.5	15.3	37.1	9.4	13.4	15.3	0.096	0.058	0.104	0.246	0.235	0.226	variable	0.4110302633
variable (1155)	Zm00001d003108	9.0	4.0	9.1	12.6	18.0	2.9	8.3	12.6	0.068	0.088	0.240	0.158	0.154	0.078	variable	1.663124929
variable (1155)	Zm00001d003112	18.9	18.7	17.1	17.1	81.4	14.4	17.9	18.7	0.090	0.100	0.269	0.240	0.109	0.168	variable	-0.1336069026
variable (1155)	Zm00001d003123	11.3	13.7	12.3	7.6	12.0	8.5	10.7	13.7	0.074	0.087	0.126	0.129	0.146	0.104	variable	-0.8405064461
variable (1155)	Zm00001d003166	31.8	20.6	36.8	25.3	33.5	10.7	22.9	25.3	0.087	0.074	0.117	0.150	0.071	0.126	variable	0.3024070826
variable (1155)	Zm00001d003376	72.2	27.4	62.0	42.3	171.8	22.7	34.8	42.3	0.046	0.052	0.462	0.182	0.296	0.093	variable	0.6238157188
variable (1155)	Zm00001d003394	32.6	36.2	20.6	18.8	47.3	22.4	27.5	36.2	0.072	0.098	0.123	0.194	0.126	0.189	variable	-0.9419086487
variable (1155)	Zm00001d003460	26.1	20.5	20.6	14.4	28.1	10.5	17.5	20.5	0.086	0.100	0.139	0.232	0.218	0.220	variable	-0.5090119342
variable (1155)	Zm00001d003491	17.3	11.8	16.7	8.9	30.5	7.5	10.4	11.8	0.093	0.082	0.165	0.058	0.197	0.065	variable	-0.407722904
variable (1155)	Zm00001d003497	22.6	10.3	26.7	8.3	24.5	3.2	9.3	10.3	0.071	0.062	0.290	0.106	0.243	0.085	variable	-0.3180315765
variable (1155)	Zm00001d003602	7.6	10.0	8.0	6.7	0.6	8.5	8.4	10.0	0.053	0.071	0.127	0.113	0.122	0.102	variable	-0.5612464014
variable (1155)	Zm00001d003611	29.2	21.5	15.6	15.9	11.4	22.9	18.7	21.5	0.083	0.078	0.153	0.087	0.144	0.099	variable	-0.4317040935
variable (1155)	Zm00001d003643	53.6	47.9	51.0	48.4	21.5	50.1	48.1	48.4	0.052	0.038	0.328	0.141	0.187	0.028	variable	0.01529032791
variable (1155)	Zm00001d003669	23.2	4.3	40.1	21.0	16.2	2.8	12.6	21.0	0.079	0.070	0.258	0.130	0.269	0.217	variable	2.296746556
variable (1155)	Zm00001d003680	29.1	27.6	10.8	15.3	13.8	8.4	21.5	27.6	0.024	0.086	0.110	0.038	0.092	0.034	variable	-0.8469351045
variable (1155)	Zm00001d003850	4.1	9.7	10.6	16.7	30.5	2.9	13.2	16.7	0.096	0.083	0.148	0.171	0.094	0.086	variable	0.7940928862
variable (1155)	Zm00001d003904	65.5	46.9	81.4	57.2	76.0	42.6	52.1	57.2	0.065	0.058	0.300	0.233	0.079	0.113	variable	0.2848664659
variable (1155)	Zm00001d003975	22.2	69.0	14.4	62.9	23.9	141.6	66.0	69.0	0.066	0.094	0.112	0.104	0.046	0.080	variable	-0.1338596545
variable (1155)	Zm00001d004009	10.6	9.8	9.8	8.6	7.2	5.8	9.2	9.8	0.037	0.091	0.137	0.090	0.170	0.088	variable	-0.1856212407
variable (1155)	Zm00001d004012	12.9	14.4	8.6	9.8	3.6	2.7	12.1	14.4	0.081	0.082	0.158	0.164	0.305	0.181	variable	-0.5479201228
variable (1155)	Zm00001d004132	6.0	6.1	7.4	7.9	12.6	2.0	7.0	7.9	0.073	0.098	0.138	0.168	0.150	0.127	variable	0.3718590176
variable (1155)	Zm00001d004154	26.4	26.3	36.3	16.4	65.8	9.2	21.4	26.3	0.072	0.072	0.132	0.194	0.210	0.198	variable	-0.6832937799
variable (1155)	Zm00001d004481	9.6	15.7	22.5	10.8	13.8	10.0	13.2	15.7	0.087	0.086	0.140	0.215	0.100	0.222	variable	-0.533150335
variable (1155)	Zm00001d004553	52.6	9.3	29.1	12.6	67.6	6.9	10.9	12.6	0.064	0.039	0.102	0.067	0.070	0.058	variable	0.4420698574
variable (1155)	Zm00001d004564	192.8	160.7	164.2	152.1	153.2	117.0	156.4	160.7	0.048	0.058	0.143	0.095	0.062	0.058	variable	-0.07896405999
variable (1155)	Zm00001d004614	149.8	23.5	97.4	36.2	33.5	11.6	29.9	36.2	0.081	0.051	0.159	0.064	0.193	0.126	variable	0.6226742246
variable (1155)	Zm00001d004635	16.9	10.3	8.0	8.6	8.4	1.3	9.4	10.3	0.098	0.095	0.101	0.374	0.371	0.403	variable	-0.2609396017
variable (1155)	Zm00001d004739	33.0	28.7	19.7	26.2	43.1	18.6	27.4	28.7	0.064	0.066	0.176	0.160	0.078	0.130	variable	-0.1300851281
variable (1155)	Zm00001d004758	169.9	198.0	155.6	69.8	83.8	23.2	133.9	198.0	0.088	0.080	0.204	0.218	0.097	0.210	variable	-1.505007639
variable (1155)	Zm00001d004790	11.6	14.5	10.7	11.1	8.4	9.1	12.8	14.5	0.087	0.052	0.464	0.375	0.251	0.256	variable	-0.3933934607
variable (1155)	Zm00001d004821	83.3	48.7	69.9	73.3	29.9	40.8	61.0	73.3	0.028	0.092	0.155	0.114	0.094	0.043	variable	0.5893001133
variable (1155)	Zm00001d004933	30.3	43.1	79.7	52.9	181.9	12.5	48.0	52.9	0.065	0.093	0.173	0.277	0.125	0.194	variable	0.2966678305
variable (1155)	Zm00001d005006	42.0	26.4	33.9	23.0	18.0	8.4	24.7	26.4	0.097	0.083	0.164	0.113	0.242	0.160	variable	-0.2015537912
variable (1155)	Zm00001d005019	140.1	71.9	295.6	104.3	242.4	42.3	88.1	104.3	0.053	0.050	0.174	0.134	0.110	0.059	variable	0.5356654341
variable (1155)	Zm00001d005029	32.5	113.9	26.8	71.6	68.8	46.1	92.8	113.9	0.091	0.041	0.153	0.122	0.096	0.100	variable	-0.6701785786
variable (1155)	Zm00001d005085	75.2	54.2	91.1	40.8	87.4	25.0	47.5	54.2	0.038	0.093	0.177	0.151	0.122	0.132	variable	-0.4099428784
variable (1155)	Zm00001d005090	305.3	192.9	243.7	104.6	184.3	48.7	148.7	192.9	0.043	0.035	0.276	0.129	0.174	0.107	variable	-0.8826352025
variable (1155)	Zm00001d005102	16.9	12.1	13.6	12.6	22.7	7.9	12.4	12.6	0.067	0.055	0.133	0.120	0.087	0.105	variable	0.06360042781
variable (1155)	Zm00001d005146	96.1	117.0	69.7	154.3	20.3	70.4	135.6	154.3	0.033	0.074	0.114	0.105	0.052	0.053	variable	0.3996820301
variable (1155)	Zm00001d005157	30.3	22.0	23.0	11.5	15.0	23.0	16.7	22.0	0.052	0.095	0.113	0.102	0.179	0.119	variable	-0.9300911017
variable (1155)	Zm00001d005295	19.8	15.6	22.2	20.3	1.8	19.6	18.0	20.3	0.088	0.077	0.370	0.312	0.128	0.159	variable	0.3799520075
variable (1155)	Zm00001d005347	62.6	40.9	52.4	53.3	38.3	63.6	47.1	53.3	0.041	0.081	0.103	0.054	0.124	0.076	variable	0.3815258956
variable (1155)	Zm00001d005403	73.0	57.9	123.4	46.4	159.2	17.6	52.1	57.9	0.031	0.084	0.110	0.192	0.101	0.167	variable	-0.3202452947
variable (1155)	Zm00001d005451	29.1	19.8	29.9	11.9	13.2	10.6	15.8	19.8	0.085	0.083	0.115	0.106	0.080	0.107	variable	-0.7305931806
variable (1155)	Zm00001d005614	10.8	22.3	5.9	29.8	5.4	45.5	26.1	29.8	0.075	0.098	0.140	0.072	0.092	0.040	variable	0.4175310137
variable (1155)	Zm00001d005653	21.4	13.8	9.7	10.1	22.1	16.4	12.0	13.8	0.093	0.092	0.117	0.209	0.133	0.251	variable	-0.4605849851
variable (1155)	Zm00001d005681	15.3	8.5	16.5	11.3	4.8	5.5	9.9	11.3	0.098	0.051	0.106	0.221	0.247	0.197	variable	0.4035033355
variable (1155)	Zm00001d005684	20.9	7.1	10.0	11.2	24.5	5.1	9.2	11.2	0.045	0.077	0.437	0.276	0.187	0.085	variable	0.6474704824
variable (1155)	Zm00001d005756	33.4	28.9	16.7	9.6	28.1	5.9	19.3	28.9	0.044	0.082	0.384	0.259	0.360	0.250	variable	-1.587885698
variable (1155)	Zm00001d005766	628.7	77.7	573.6	112.3	408.1	4.2	95.0	112.3	0.049	0.086	0.128	0.054	0.148	0.092	variable	0.5315496981
variable (1155)	Zm00001d005790	60.5	10.1	31.3	24.1	0.0	7.9	17.1	24.1	0.096	0.058	0.115	0.150	0.126	0.164	variable	1.253630784
variable (1155)	Zm00001d005865	11.2	8.9	11.6	10.8	7.8	9.2	9.9	10.8	0.090	0.082	0.118	0.202	0.260	0.276	variable	0.2887293562
variable (1155)	Zm00001d005866	6.7	9.6	8.7	9.7	3.6	1.7	9.7	9.7	0.041	0.041	0.141	0.267	0.195	0.210	variable	0.01537981098
variable (1155)	Zm00001d005909	35.4	19.5	23.9	14.3	18.6	5.7	16.9	19.5	0.047	0.094	0.130	0.150	0.121	0.156	variable	-0.4506642391
variable (1155)	Zm00001d006040	6.9	3.8	6.0	4.8	0.0	1.7	4.3	4.8	0.096	0.083	0.199	0.111	0.161	0.158	variable	0.3261639041
variable (1155)	Zm00001d006061	11.6	14.0	25.3	24.3	21.5	12.0	19.2	24.3	0.099	0.100	0.117	0.115	0.079	0.047	variable	0.7928237043
variable (1155)	Zm00001d006085	30.3	23.5	29.6	21.8	10.8	19.2	22.7	23.5	0.077	0.069	0.157	0.149	0.108	0.136	variable	-0.1078000561
variable (1155)	Zm00001d006109	52.2	21.7	46.3	21.9	58.0	8.6	21.8	21.9	0.093	0.092	0.117	0.176	0.116	0.162	variable	0.01514456872
variable (1155)	Zm00001d006167	26.6	20.4	26.1	19.7	24.5	11.4	20.0	20.4	0.056	0.047	0.143	0.178	0.283	0.208	variable	-0.05089574365
variable (1155)	Zm00001d006196	10.0	11.8	8.5	13.3	8.4	7.4	12.5	13.3	0.095	0.072	0.220	0.130	0.165	0.073	variable	0.1725263637
variable (1155)	Zm00001d006220	50.2	70.3	28.2	42.6	16.8	27.6	56.5	70.3	0.075	0.095	0.108	0.043	0.141	0.056	variable	-0.7218283432
variable (1155)	Zm00001d006308	27.8	5.6	8.1	7.5	0.0	2.5	6.5	7.5	0.091	0.094	0.109	0.124	0.212	0.148	variable	0.4156732118
variable (1155)	Zm00001d006311	9.0	9.2	13.4	9.9	12.0	8.6	9.5	9.9	0.100	0.076	0.140	0.087	0.174	0.111	variable	0.1081597162
variable (1155)	Zm00001d006350	29.6	17.9	41.6	24.5	82.0	15.4	21.2	24.5	0.054	0.082	0.445	0.249	0.205	0.091	variable	0.4499871109
variable (1155)	Zm00001d006402	14.4	11.0	15.1	9.2	0.0	13.7	10.1	11.0	0.070	0.096	0.157	0.142	0.232	0.158	variable	-0.2523044929
variable (1155)	Zm00001d006457	13.5	13.2	8.0	13.1	13.2	11.9	13.1	13.2	0.068	0.097	0.174	0.305	0.157	0.269	variable	-0.005830812775
variable (1155)	Zm00001d006470	13.7	54.8	22.5	32.9	32.9	44.5	43.9	54.8	0.043	0.068	0.107	0.055	0.125	0.055	variable	-0.7363013865
variable (1155)	Zm00001d006497	18.0	20.6	14.5	16.6	17.4	12.5	18.6	20.6	0.055	0.090	0.179	0.108	0.096	0.057	variable	-0.3146376605
variable (1155)	Zm00001d006512	27.8	22.7	74.5	45.4	86.8	9.0	34.0	45.4	0.066	0.092	0.254	0.347	0.175	0.232	variable	1.0013699
variable (1155)	Zm00001d006644	6.8	13.0	8.6	6.8	10.2	6.7	9.9	13.0	0.095	0.083	0.466	0.238	0.258	0.219	variable	-0.9405553122
variable (1155)	Zm00001d006651	178.8	177.2	419.3	398.5	309.4	39.9	287.9	398.5	0.079	0.033	0.344	0.348	0.206	0.169	variable	1.168685721
variable (1155)	Zm00001d006681	50.4	39.0	83.8	39.8	122.7	17.0	39.4	39.8	0.079	0.093	0.163	0.135	0.136	0.132	variable	0.02944961352
variable (1155)	Zm00001d006702	16.2	19.0	20.3	22.6	18.6	15.3	20.8	22.6	0.062	0.063	0.116	0.210	0.155	0.215	variable	0.2492527062
variable (1155)	Zm00001d006710	33.5	29.9	28.7	27.6	23.9	26.4	28.7	29.9	0.050	0.073	0.228	0.190	0.162	0.126	variable	-0.1125896174
variable (1155)	Zm00001d006769	121.6	126.3	127.8	93.7	98.7	67.2	110.0	126.3	0.053	0.053	0.101	0.118	0.122	0.108	variable	-0.430170911
variable (1155)	Zm00001d006771	114.8	75.3	57.8	106.3	46.1	83.8	90.8	106.3	0.095	0.091	0.355	0.234	0.128	0.078	variable	0.4972225717
variable (1155)	Zm00001d006774	3043.9	920.5	1293.6	244.8	2003.0	173.9	582.7	920.5	0.014	0.077	0.127	0.084	0.151	0.080	variable	-1.910667375
variable (1155)	Zm00001d006834	50.3	162.3	48.8	124.7	94.0	284.4	143.5	162.3	0.082	0.033	0.279	0.127	0.160	0.069	variable	-0.3802232684
variable (1155)	Zm00001d006879	31.7	19.0	18.3	15.0	6.0	13.7	17.0	19.0	0.026	0.092	0.145	0.104	0.202	0.076	variable	-0.3383549548
variable (1155)	Zm00001d006900	99.7	36.0	223.6	106.2	10.8	15.7	71.1	106.2	0.070	0.053	0.145	0.093	0.075	0.056	variable	1.561987748
variable (1155)	Zm00001d006906	23.7	27.1	46.1	20.2	95.2	20.2	23.7	27.1	0.046	0.096	0.176	0.097	0.140	0.086	variable	-0.4221756665
variable (1155)	Zm00001d006917	75.0	45.3	108.8	37.9	89.2	9.0	41.6	45.3	0.078	0.073	0.224	0.370	0.276	0.325	variable	-0.2555894105
variable (1155)	Zm00001d006945	15.3	9.0	15.8	13.9	12.0	4.4	11.5	13.9	0.088	0.090	0.186	0.239	0.196	0.180	variable	0.6237002864
variable (1155)	Zm00001d007011	109.1	73.0	168.2	168.4	80.8	65.7	120.7	168.4	0.035	0.020	0.373	0.154	0.219	0.121	variable	1.205065173
variable (1155)	Zm00001d007012	3.6	63.3	8.4	74.9	7.8	140.9	69.1	74.9	0.076	0.055	0.149	0.068	0.096	0.027	variable	0.2433912151
variable (1155)	Zm00001d007048	40.3	22.0	56.2	28.3	117.9	12.4	25.2	28.3	0.063	0.072	0.454	0.241	0.215	0.068	variable	0.3620711739
variable (1155)	Zm00001d007077	20.5	11.5	26.1	25.8	59.2	13.8	18.6	25.8	0.073	0.073	0.367	0.133	0.412	0.280	variable	1.159342501
variable (1155)	Zm00001d007095	27.7	12.4	12.4	12.5	12.6	7.5	12.4	12.5	0.047	0.098	0.111	0.241	0.294	0.275	variable	0.01664149995
variable (1155)	Zm00001d007107	121.3	68.2	189.9	48.6	319.6	17.6	58.4	68.2	0.061	0.086	0.117	0.075	0.140	0.074	variable	-0.4886071805
variable (1155)	Zm00001d007158	50.0	38.8	69.6	46.8	86.2	42.7	42.8	46.8	0.057	0.065	0.368	0.214	0.164	0.067	variable	0.272378622
variable (1155)	Zm00001d007232	55.1	63.7	85.9	41.0	152.6	24.8	52.3	63.7	0.057	0.078	0.123	0.105	0.048	0.081	variable	-0.6371926809
variable (1155)	Zm00001d007320	7.7	19.4	7.6	11.7	6.6	18.0	15.5	19.4	0.094	0.082	0.144	0.150	0.064	0.133	variable	-0.7349196789
variable (1155)	Zm00001d007354	11.7	11.4	16.3	8.4	26.3	6.8	9.9	11.4	0.097	0.078	0.137	0.123	0.155	0.081	variable	-0.4418646835
variable (1155)	Zm00001d007388	113.1	91.1	164.0	47.0	218.4	36.6	69.0	91.1	0.059	0.078	0.128	0.111	0.201	0.107	variable	-0.9552022327
variable (1155)	Zm00001d007390	14.5	13.5	18.9	8.0	62.2	8.5	10.8	13.5	0.090	0.088	0.331	0.131	0.222	0.108	variable	-0.7513339983
variable (1155)	Zm00001d007585	32.1	30.0	38.3	28.2	64.0	16.8	29.1	30.0	0.040	0.035	0.161	0.079	0.123	0.094	variable	-0.08745942691
variable (1155)	Zm00001d007753	79.4	27.2	211.9	156.6	445.2	22.6	91.9	156.6	0.014	0.036	0.143	0.122	0.055	0.046	variable	2.524962911
variable (1155)	Zm00001d007755	66.3	57.1	88.8	61.9	123.3	50.6	59.5	61.9	0.034	0.071	0.164	0.045	0.173	0.073	variable	0.1153401702
variable (1155)	Zm00001d007807	39.2	22.4	41.1	18.5	33.5	4.8	20.5	22.4	0.099	0.099	0.155	0.283	0.353	0.285	variable	-0.2738549892
variable (1155)	Zm00001d007870	65.4	33.7	41.0	58.0	72.4	27.3	45.9	58.0	0.053	0.062	0.236	0.201	0.041	0.074	variable	0.7847712253
variable (1155)	Zm00001d007872	279.8	157.4	267.0	102.0	376.4	16.0	129.7	157.4	0.032	0.053	0.198	0.114	0.226	0.122	variable	-0.6257224644
variable (1155)	Zm00001d007896	7.4	27.3	7.2	16.1	6.6	21.1	21.7	27.3	0.092	0.070	0.489	0.135	0.357	0.108	variable	-0.7653944181
variable (1155)	Zm00001d007960	20.8	15.7	48.1	20.6	63.4	10.6	18.2	20.6	0.064	0.049	0.122	0.103	0.049	0.036	variable	0.3917959292
variable (1155)	Zm00001d007983	7.4	3.1	4.1	7.2	24.5	3.7	5.2	7.2	0.023	0.088	0.125	0.025	0.150	0.105	variable	1.200838579
variable (1155)	Zm00001d007990	20.1	23.4	53.4	29.3	114.9	16.1	26.3	29.3	0.056	0.071	0.188	0.121	0.127	0.119	variable	0.3233958353
variable (1155)	Zm00001d008244	33.9	16.2	28.2	11.6	37.1	13.2	13.9	16.2	0.072	0.049	0.148	0.032	0.169	0.074	variable	-0.4904490495
